ired     red
84506   75972
84567   75986
84633   76020
84707   76043
84781   76066
84847   76083
84834   76081
84624   75998
84184   75843
83607   75632
83083   75435
82745   75303
82650   75272
82725   75301
82884   75359
83077   75428
83275   75510
83470   75576
83630   75635
83718   75660
83729   75667
83667   75647
83587   75624
83513   75601
83491   75587
83495   75589
83529   75605
83574   75619
83622   75640
83690   75665
83757   75691
83810   75703
83881   75726
83958   75752
84037   75784
84113   75816
84199   75847
84283   75876
84356   75891
84317   75873
84042   75780
83549   75601
82970   75383
82488   75205
82244   75119
82214   75105
82331   75142
82517   75214
82719   75290
82897   75361
83085   75435
83237   75490
83338   75518
83352   75521
83310   75501
83237   75477
83174   75456
83153   75449
83178   75457
83239   75483
83331   75518
83690   75665
83441   75593
83555   75630
83653   75667
83758   75715
83865   75754
83978   75786
84076   75786
84173   75821
84255   75858
84331   75882
84363   75890
84256   75848
83883   75706
83312   75492
82698   75267
82247   75105
82032   75026
82014   75016
82102   75053
82244   75100
82384   75156
82558   75208
82713   75272
82859   75336
82959   75368
83000   75392
82983   75387
82951   75371
82909   75359
82918   75360
82964   75379
83034   75406
83128   75435
83226   75472
83317   75498
83414   75539
83505   75574
83605   75610
83693   75640
83771   75671
83840   75693
83921   75726
83970   75740
83994   75749
83966   75739
83919   75723
83782   75668
83402   75535
82804   75315
82180   75084
81711   74912
81479   74822
81450   74806
81570   74845
81753   74908
81959   74974
82138   75047
82330   75122
82505   75189
82635   75245
82681   75260
82669   75256
82641   75245
82622   75233
82621   75238
82660   75256
82731   75285
82825   75314
82930   75356
83054   75403
83170   75445
83279   75483
83379   75520
83473   75558
83564   75594
83639   75612
83699   75627
83758   75649
83837   75681
83902   75709
83960   75725
84019   75746
84042   75759
83912   75707
83528   75563
82963   75351
82384   75141
81989   74992
81815   74926
81781   74913
81844   74928
81958   74969
82046   74992
82108   75023
82202   75060
82318   75101
82365   75113
82331   75092
82227   75051
82142   75022
82110   75018
82165   75031
82222   75054
82296   75082
82363   75106
82459   75137
82560   75183
82690   75229
82800   75271
82929   75316
83049   75371
83154   75401
83206   75415
83236   75430
83279   75445
83342   75468
83406   75493
83382   75489
83177   75405
82736   75234
82174   75030
81683   74846
81317   74707
81076   74604
81034   74575
81142   74612
81340   74684
81594   74779
81866   74881
82109   74985
82275   75048
82287   75055
82225   75032
82162   75000
82131   74988
82151   75005
82204   75024
82299   75063
82416   75112
82540   75160
82643   75184
82740   75217
82809   75246
82878   75270
82967   75306
83076   75346
83166   75386
83249   75413
83352   75443
83453   75484
83520   75505
83519   75507
83360   75449
82998   75317
82488   75135
81975   74941
81557   74773
81273   74668
81094   74592
81007   74545
81048   74561
81214   74623
81425   74710
81666   74810
81865   74895
81970   74935
81978   74941
81932   74918
82204   75024
82299   75063
81844   74897
81874   74929
81960   74985
82091   75046
82254   75112
82433   75112
82604   75178
82777   75247
82932   75308
83064   75362
83189   75411
83307   75442
83433   75483
83565   75535
83677   75579
83730   75600
83601   75551
83217   75412
82677   75208
82134   75013
81763   74867
81609   74808
81605   74805
81687   74836
81825   74885
81952   74933
82091   74981
82229   75034
82376   75094
82468   75130
82518   75151
82501   75149
82463   75132
82453   75132
82483   75135
82526   75159
82571   75179
82653   75208
82780   75254
82901   75297
83020   75348
83144   75384
83262   75431
83368   75475
83431   75491
83474   75508
83506   75521
83524   75528
83555   75534
83569   75541
83453   75494
83113   75368
82627   75196
82113   74999
81712   74846
81509   74758
81497   74757
81615   74804
81796   74867
81959   74923
82121   74988
82283   75045
82445   75109
82602   75166
82694   75193
82705   75206
82663   75192
82641   75191
82665   75192
82703   75215
82754   75228
82822   75258
82930   75302
83048   75353
83157   75386
83231   75408
83304   75428
83388   75459
83488   75495
83553   75517
83589   75534
83612   75545
83656   75560
83726   75582
83803   75607
83822   75621
83662   75556
83251   75399
82722   75206
82237   75032
81937   74921
81841   74877
81903   74899
82044   74955
82214   75022
82399   75079
82586   75148
82731   75201
82813   75223
82820   75225
82767   75206
82687   75175
82604   75149
82558   75127
82571   75131
82615   75147
82689   75174
82770   75197
82854   75233
82941   75268
83026   75300
83101   75322
83171   75351
83233   75376
83299   75395
83358   75418
83430   75443
83506   75468
83567   75485
83582   75493
83465   75443
83119   75324
82637   75138
82146   74952
81804   74827
81671   74779
81706   74784
81832   74830
81990   74890
82158   74950
82341   75017
82500   75076
82611   75120
82642   75129
82601   75111
82538   75087
82474   75065
82444   75057
82457   75058
82517   75069
82587   75101
82682   75135
82796   75179
82917   75222
83032   75267
83140   75300
83240   75344
83331   75367
83395   75389
83415   75390
83425   75395
83434   75396
83459   75407
83511   75415
83570   75437
83552   75427
83306   75342
82850   75171
82318   74981
81884   74811
81641   74716
81583   74685
81658   74708
81779   74759
81904   74808
82027   74848
82160   74902
82538   75087
82474   75065
82418   75015
82480   75014
82473   75007
82446   74993
82433   75003
82438   75003
82485   75018
82566   75050
82659   75088
82758   75121
82858   75157
82951   75186
83055   75219
83148   75251
83223   75280
83299   75314
83382   75338
83455   75365
83525   75390
83600   75417
83675   75435
83749   75460
83784   75471
83663   75427
83333   75303
82840   75126
82313   74935
81893   74773
81684   74699
81644   74696
81720   74723
81843   74771
81983   74814
82124   74866
82278   74917
82412   74976
82517   75011
82564   75030
82562   75030
82537   75013
82517   75010
82522   75011
82576   75031
82644   75057
82734   75091
82825   75126
82935   75165
83043   75206
83139   75239
83224   75268
83304   75300
83382   75328
83464   75354
83540   75372
83613   75397
83672   75418
83736   75442
83816   75473
83887   75503
83950   75529
84021   75553
84111   75582
84203   75614
84215   75611
84019   75539
83583   75378
83010   75157
82490   74976
82106   74836
81931   74768
81931   74771
82041   74817
82169   74869
82299   74915
82438   74965
82592   75015
82725   75064
82815   75096
82839   75103
82814   75097
82794   75086
82791   75095
82821   75102
82870   75122
82949   75146
83025   75180
83101   75211
83178   75235
83261   75261
83352   75296
83445   75329
83540   75362
83638   75397
83715   75430
83795   75459
83887   75491
83978   75521
84060   75543
84123   75581
84186   75601
84248   75627
84321   75653
84384   75671
84447   75692
84514   75717
84599   75751
84687   75778
84748   75807
84647   75764
84319   75641
83816   75444
83289   75240
82871   75096
82613   75006
82523   74977
82593   75000
82779   75062
82999   75144
83211   75210
83385   75279
83501   75323
83568   75346
83562   75336
83487   75305
83388   75273
83309   75246
83272   75238
83294   75242
83341   75258
83413   75296
83494   75327
83591   75352
83677   75387
83763   75409
83831   75445
83898   75468
83965   75496
84028   75510
84090   75530
84149   75544
84195   75558
84253   75583
84289   75596
84340   75610
84388   75632
84451   75659
84495   75672
84414   75644
84114   75525
83650   75343
83144   75163
82724   75019
82481   74928
82438   74911
82504   74937
82649   74989
82808   75050
82983   75121
83150   75175
83311   75224
83400   75257
83423   75266
83390   75252
83336   75232
83279   75209
83256   75196
83267   75445
83898   75468
83965   75496
83404   75291
83502   75329
83591   75359
83677   75388
83754   75420
83846   75420
83920   75449
84000   75476
84069   75500
84134   75528
84199   75545
84273   75566
84334   75586
84405   75607
84474   75635
84528   75660
84451   75628
84134   75505
83625   75311
83083   75116
82619   74948
82348   74852
82263   74816
82315   74835
82442   74888
82588   74936
82733   74989
82886   75046
83025   75099
83136   75138
83186   75156
83176   75155
83122   75132
83073   75104
83054   75094
83067   75105
83104   75122
83184   75155
83290   75189
83403   75234
83512   75274
83597   75298
83668   75320
83721   75341
83766   75361
83809   75374
83857   75397
83922   75414
83975   75433
84018   75449
84068   75468
84133   75492
84212   75521
84295   75551
84287   75539
84064   75448
83640   75283
83156   75108
82713   74951
82415   74842
82312   74802
82353   74818
82475   74864
82624   74918
82768   74971
82891   75011
82997   75058
83076   75079
83092   75087
83044   75065
82962   75038
82857   74999
82797   74983
82789   74985
82829   74999
82911   75020
83016   75056
83129   75098
83249   75144
83363   75192
83477   75231
83569   75270
83634   75286
83703   75308
83762   75334
83824   75352
83896   75373
83972   75405
84062   75432
84154   75473
84238   75503
84276   75520
84136   75457
83794   75334
83320   75153
82866   74992
82514   74863
82333   74790
82304   74770
82387   74803
82516   74855
82670   74910
82816   74965
82945   75008
83059   75045
83118   75070
83117   75062
83075   75044
83001   75025
82940   75014
82918   75000
82949   75010
82996   75022
83077   75053
83162   75087
83255   75127
83345   75160
83433   75185
83513   75207
83581   75229
83644   75254
83721   75277
83790   75306
83844   75328
83893   75351
83938   75359
84002   75384
84081   75415
84149   75433
84092   75419
83816   75313
83374   75141
82905   74974
82541   74838
82329   74755
82296   74744
82381   74779
82542   74850
82720   74906
82884   74965
83045   75025
83167   75061
83205   75073
83175   75067
83119   75048
83075   75028
83036   75017
83010   75006
83012   75002
83036   75016
83052   75029
83059   75025
83044   75022
83056   75028
83087   75038
83138   75052
83186   75069
83242   75089
83283   75108
83324   75133
83394   75142
83430   75153
83396   75139
83205   75064
82847   74930
82474   74781
82146   74666
81948   74595
81891   74574
82542   74850
82720   74906
82116   74706
82253   74752
82369   74801
82498   74848
82623   74880
82716   74880
82735   74890
82689   74869
82615   74843
82568   74831
82540   74820
82540   74819
82568   74827
82630   74850
82732   74887
82850   74939
82971   74987
83072   75030
83182   75069
83281   75105
83362   75134
83431   75161
83465   75164
83493   75177
83527   75193
83544   75198
83475   75176
83238   75082
82777   74911
82239   74710
81771   74537
81480   74423
81373   74381
81415   74388
81533   74437
81677   74485
81804   74539
81938   74597
82073   74647
82187   74688
82234   74708
82240   74708
82205   74703
82172   74685
82146   74680
82163   74693
82217   74712
82280   74735
82347   74761
82455   74806
82582   74854
82712   74908
82841   74952
82954   75000
83048   75022
83121   75042
83183   75077
83246   75103
83317   75120
83347   75130
83259   75098
82964   74985
82486   74805
81970   74608
81557   74455
81330   74369
81284   74354
81352   74377
81477   74424
81623   74478
81764   74533
81911   74591
82055   74656
82151   74689
82198   74704
82194   74698
82164   74686
82132   74676
82126   74675
82163   74698
82223   74713
82305   74751
82407   74786
82517   74822
82642   74867
82744   74907
82831   74940
82910   74976
82984   74998
83059   75029
83125   75054
83186   75068
83237   75095
83297   75124
83368   75145
83439   75166
83473   75176
83419   75149
83140   75041
82666   74866
82127   74668
81682   74502
81455   74410
81429   74405
81539   74441
81688   74496
81831   74559
81967   74604
82099   74658
82231   74710
82319   74737
82348   74751
82321   74743
82267   74726
82230   74721
82230   74718
82268   74737
82330   74755
82400   74771
82502   74814
82596   74851
82710   74899
82805   74930
82891   74961
82944   74987
83009   75006
83067   75025
83111   75039
83138   75050
83151   75062
83182   75075
83236   75092
83293   75117
83341   75126
83317   75119
83129   75047
82734   74897
82238   74703
81778   74529
81501   74425
81399   74379
81439   74400
81560   74441
81711   74503
81849   74558
81993   74612
82118   74659
82225   74701
82289   74730
82299   74730
82246   74712
82177   74694
82147   74673
82167   74683
82236   74708
82336   74745
82435   74796
82533   74836
82617   74861
82699   74888
82777   74913
82848   74939
82916   74972
82974   74995
83023   75013
83075   75025
83134   75046
83129   75047
82734   74897
83218   75090
83249   75111
83297   75130
83349   75134
83364   75075
83225   75075
82858   74944
82350   74738
81842   74548
81478   74414
81300   74352
81290   74329
81387   74368
81521   74418
81650   74473
81770   74520
81893   74568
82009   74612
82092   74634
82109   74646
82081   74636
82040   74620
82000   74608
81985   74605
82002   74611
82057   74637
82148   74665
82250   74701
82375   74753
82485   74801
82584   74843
82666   74869
82744   74891
82818   74916
82888   74940
82941   74958
82986   74974
83044   74996
83084   75014
83141   75035
83206   75061
83274   75085
83307   75093
83187   75040
82847   74910
82352   74727
81841   74529
81451   74388
81245   74310
81208   74287
81285   74317
81382   74353
81489   74389
81593   74430
81710   74468
81829   74514
81933   74551
81994   74581
81999   74583
81967   74573
81931   74556
81912   74557
81942   74568
82021   74595
82105   74631
82197   74661
82308   74709
82415   74746
82524   74781
82621   74817
82709   74851
82784   74882
82865   74909
82941   74940
83020   74961
83090   74984
83160   75008
83221   75029
83282   75053
83334   75067
83385   75093
83448   75110
83522   75130
83514   75126
83315   75049
82906   74892
82404   74704
81938   74528
81639   74415
81523   74373
81562   74388
81672   74426
81794   74475
81909   74522
82041   74569
82173   74612
82296   74664
82371   74681
82394   74699
82375   74685
82344   74680
82320   74677
82348   74679
82400   74696
82476   74725
82573   74763
82675   74802
82769   74838
82857   74870
82927   74899
83018   74933
83104   74957
83176   74985
83247   75016
83318   75044
83379   75065
83438   75080
83490   75100
83536   75106
83570   75118
83616   75136
83670   75158
83738   75182
83823   75223
83876   75234
83807   75204
83549   75104
83109   74922
82626   74744
82217   74587
81969   74499
81892   74461
81931   74478
82027   74520
82155   74573
82295   74635
82445   74679
82558   74725
82630   74744
82642   74743
82611   74740
82544   74716
82502   74696
82477   74691
82505   74701
82569   74720
82643   74751
82729   74786
82817   74818
82894   74853
82973   74878
83043   74911
83125   74935
83192   74968
83268   74992
83339   75015
83395   75041
83447   75055
83487   75060
83531   75070
83575   75088
83623   75106
83671   75124
83716   75140
83721   75136
83559   75074
83199   74931
82295   74635
82734   74585
82273   74462
81934   74401
81759   74395
81736   74422
81810   74466
81916   74466
82042   74518
82168   74563
82321   74624
82430   74670
82504   74693
82519   74690
82495   74682
82456   74660
82418   74656
82417   74656
82464   74678
82523   74702
82613   74738
82706   74772
82804   74809
82885   74837
82965   74857
83030   74894
83090   74922
83155   74939
83221   74961
83282   74988
83357   75019
83421   75043
83478   75067
83544   75086
83604   75107
83620   75103
83493   75059
83159   74929
82715   74760
82272   74592
81920   74472
81739   74403
81709   74389
81771   74414
81874   74452
81980   74499
82105   74545
82223   74597
82345   74641
82426   74670
82452   74679
82418   74668
82375   74654
82345   74641
82344   74648
82379   74662
82454   74682
82558   74721
82667   74769
82765   74805
82875   74847
82967   74880
83051   74915
83135   74945
83207   74970
83285   74999
83355   75021
83417   75045
83471   75071
83519   75089
83569   75109
83631   75129
83697   75152
83757   75183
83774   75194
83631   75130
83299   74998
82850   74817
82442   74659
82146   74548
81996   74497
81982   74496
82058   74526
82154   74567
82273   74612
82388   74653
82526   74697
82623   74739
82684   74761
82687   74764
82654   74747
82609   74739
82593   74725
82612   74744
82679   74763
82758   74794
82835   74832
82917   74853
83005   74885
83098   74917
83197   74954
83281   74992
83370   75025
83452   75064
83528   75090
83584   75116
83640   75127
83682   75150
83735   75170
83781   75184
83826   75204
83816   75203
83683   75147
83387   75025
82972   74861
82553   74697
82254   74593
82088   74532
82060   74513
82122   74540
82245   74573
82371   74630
82513   74688
82643   74738
82738   74770
82769   74781
82743   74769
82695   74749
82655   74735
82634   74728
82638   74735
82666   74755
82725   74773
82793   74806
82885   74835
82967   74866
83059   74896
83131   74930
83216   74963
83290   74989
83366   75014
83428   75035
83481   75053
83530   75072
83589   75103
83637   75123
83700   75148
83751   75169
83720   75149
83501   75071
83110   74904
82632   74718
82217   74567
81923   74461
81796   74420
81799   74414
81884   74448
81982   74487
82096   74529
82212   74583
82323   74625
82413   74654
82445   74666
82440   74648
82393   74640
82362   74632
82348   74627
82356   74637
82394   74653
83131   74930
82457   74711
82540   74742
82628   74777
82712   74810
82805   74849
82892   74883
82987   74918
83078   74918
83171   74953
83252   74986
83308   75003
83352   75037
83401   75045
83441   75059
83497   75081
83556   75103
83607   75128
83584   75117
83360   75032
82956   74867
82434   74666
81964   74482
81614   74357
81443   74289
81414   74285
81475   74310
81550   74339
81627   74375
81725   74411
81839   74457
81939   74497
82013   74527
82028   74535
82024   74535
81998   74522
81993   74518
82029   74527
82116   74568
82228   74616
82351   74669
82463   74712
82562   74734
82653   74783
82755   74816
82860   74860
82961   74896
83022   74923
83048   74933
83068   74937
83088   74941
83123   74962
83166   74978
83223   75004
83316   75046
83396   75081
83480   75108
83529   75127
83463   75100
83175   74986
82656   74783
82005   74545
81372   74302
80951   74131
80796   74082
80817   74092
80923   74134
81011   74172
81092   74201
81170   74238
81282   74284
81425   74334
81517   74372
81505   74373
81397   74337
81254   74287
81174   74248
81141   74239
81185   74251
81281   74288
81379   74338
81476   74377
81607   74434
81769   74509
81944   74576
82078   74628
82155   74659
82220   74679
82287   74703
82358   74735
82393   74751
82385   74744
82367   74741
82370   74744
82400   74751
82429   74771
82491   74797
82526   74817
82504   74802
82275   74706
81844   74537
81321   74340
80899   74185
80703   74115
80692   74109
80741   74130
80841   74169
80965   74213
81144   74281
81301   74347
81422   74392
81483   74417
