ired      red
97097   78489
97093   78489
97083   78495
97082   78488
97092   78482
97112   78480
97121   78483
97161   78498
97179   78502
97204   78504
97226   78512
97266   78521
97297   78525
97291   78525
97019   78459
96650   78348
96371   78259
96224   78226
96196   78217
96224   78218
96276   78229
96345   78247
96419   78272
96508   78297
96600   78319
96689   78343
96768   78361
96851   78382
96900   78396
96932   78402
96926   78399
96924   78395
96914   78396
96924   78398
96961   78400
96981   78412
97008   78422
97039   78426
97069   78431
97103   78443
97127   78445
97158   78462
97205   78474
97267   78493
97201   78474
96843   78366
96490   78258
96269   78191
96163   78161
96141   78153
96169   78160
96216   78172
96277   78183
96352   78200
96434   78225
96517   78245
96598   78260
96653   78270
96710   78279
96745   78289
96782   78298
96806   78306
96813   78315
96832   78323
96847   78327
96877   78334
96905   78338
96948   78338
96978   78353
97010   78360
97038   78371
97072   78381
97103   78390
97142   78395
97190   78418
97193   78422
96928   78343
96580   78247
96318   78175
96196   78140
96166   78135
96197   78145
96260   78162
96339   78186
96432   78209
96521   78229
96606   78238
96702   78270
96804   78299
96882   78316
96926   78330
96950   78335
96934   78337
96931   78336
96928   78332
96938   78342
96955   78343
96988   78350
97020   78366
97067   78377
97122   78387
97164   78399
97206   78411
97242   78431
97298   78448
97327   78453
97139   78393
96774   78293
96475   78204
96293   78160
96236   78144
96229   78143
96272   78149
96334   78167
96260   78162
96401   78201
96466   78226
96543   78243
96612   78263
96677   78279
96740   78279
96778   78287
96778   78288
96765   78284
96748   78281
96734   78281
96739   78276
96752   78270
96777   78278
96807   78286
96842   78296
96880   78309
96912   78316
96944   78326
96978   78333
97017   78343
97050   78349
97048   78354
96803   78278
96415   78166
96101   78085
95910   78024
95825   78000
95833   78000
95876   78024
95941   78032
96016   78047
96092   78064
96180   78082
96280   78113
96352   78130
96420   78153
96459   78166
96476   78171
96466   78162
96445   78158
96439   78153
96445   78161
96466   78164
96490   78177
96531   78176
96577   78191
96620   78212
96659   78215
96703   78237
96741   78247
96769   78256
96813   78254
96868   78264
96904   78285
96759   78242
96387   78140
96054   78042
95825   77974
95715   77936
95706   77941
95762   77957
95814   77971
95884   77991
95958   78013
96051   78030
96113   78050
96154   78057
96162   78045
96182   78047
96185   78052
96157   78044
96122   78024
96111   78018
96115   78017
96136   78021
96163   78030
96198   78042
96247   78060
96286   78066
96337   78080
96390   78098
96444   78115
96480   78123
96509   78134
96566   78153
96618   78167
96573   78157
96280   78073
95927   77972
95658   77903
95511   77851
95461   77835
95485   77830
95540   77848
95618   77874
95701   77898
95808   77924
95900   77957
96004   77982
96083   78001
96155   78025
96201   78037
96201   78043
96164   78026
96150   78032
96149   78028
96180   78032
96213   78045
96255   78058
96302   78078
96342   78093
96376   78099
96421   78104
96451   78107
96489   78119
96529   78138
96514   78130
96257   78065
95880   77954
95536   77859
95323   77787
95240   77758
95231   77757
95278   77776
95341   77794
95408   77813
95491   77838
95588   77865
95676   77887
95756   77916
95811   77936
95829   77949
95820   77929
95788   77921
95771   77913
95756   77918
95764   77922
95786   77930
95816   77934
95865   77951
95924   77968
95971   77987
96025   77991
96055   78001
96100   78024
96152   78035
96188   78045
96119   78027
95786   77929
95397   77823
95083   77734
94915   77677
94874   77667
94906   77671
94970   77684
95049   77706
95130   77732
95205   77759
95286   77779
95368   77795
95438   77824
95756   77916
95811   77936
95513   77840
95505   77840
95488   77835
95476   77838
95482   77838
95509   77850
95542   77855
95581   77873
95630   77887
95679   77906
95730   77917
95771   77920
95811   77934
95853   77945
95902   77972
95964   77982
95998   77987
95889   77966
95540   77869
95174   77760
94902   77682
94758   77643
94736   77639
94769   77648
94834   77666
94911   77681
95010   77714
95110   77742
95221   77777
95316   77811
95403   77827
95464   77844
95482   77845
95468   77843
95458   77841
95468   77845
95483   77850
95522   77854
95566   77872
95617   77885
95686   77902
95746   77920
95801   77931
95855   77951
95913   77965
95968   77977
96020   77988
96073   78015
95956   77979
95605   77877
95215   77760
94936   77668
94794   77624
94767   77616
94795   77628
94857   77643
94921   77667
94997   77686
95083   77717
95174   77738
95256   77768
95315   77784
95341   77797
95332   77791
95303   77781
95293   77784
95292   77783
95312   77794
95355   77807
95398   77827
95457   77842
95529   77863
95599   77885
95675   77910
95735   77928
95790   77946
95831   77962
95883   77972
95925   77988
95809   77960
95457   77858
95032   77739
94719   77641
94555   77598
94530   77587
94577   77599
94670   77625
94760   77656
94846   77687
94939   77724
95023   77744
95102   77757
95188   77780
95238   77799
95262   77817
95260   77817
95263   77813
95279   77820
95315   77839
95356   77854
95405   77864
95456   77880
95512   77895
95569   77917
95624   77930
95692   77954
95738   77974
95798   77988
95839   77997
95900   78018
95953   78036
95992   78047
95837   77999
95459   77896
95067   77785
94802   77699
94692   77666
94702   77670
94778   77694
94872   77719
94976   77750
95095   77775
95194   77808
95299   77847
95386   77874
95459   77894
95498   77905
95516   77911
95512   77910
95505   77907
95514   77922
95551   77923
95581   77938
95642   77943
95688   77963
95743   77978
95784   77993
95831   78011
95879   78024
95934   78041
95977   78052
96015   78061
96055   78073
96094   78087
96133   78103
96147   78107
95946   78052
95574   77935
95233   77836
95011   77774
94928   77746
94944   77751
94996   77757
95074   77777
95145   77795
95222   77820
95304   77849
95391   77876
95459   77901
95516   77919
95542   77923
95505   77907
95537   77914
95514   77915
95503   77924
95499   77926
95529   77937
95569   77937
95632   77959
95696   77975
95749   77994
95807   78016
95865   78026
95912   78037
95969   78046
96005   78061
96043   78073
96088   78083
96137   78110
96143   78105
95928   78046
95559   77944
95252   77849
95070   77797
95021   77777
95046   77785
95119   77805
95193   77834
95296   77860
95385   77884
95475   77915
95566   77943
95647   77971
95699   77983
95717   77985
95712   77979
95699   77974
95690   77971
95693   77978
95721   77985
95751   77990
95798   78006
95850   78020
95912   78035
95968   78055
96012   78072
96062   78090
96114   78102
96167   78119
96211   78125
96258   78142
96299   78162
96333   78172
96254   78149
95934   78047
95588   77944
95345   77863
95226   77830
95221   77824
95259   77835
95334   77856
95412   77876
95498   77904
95575   77931
95638   77945
95692   77969
95748   77984
95787   77994
95820   78003
95827   78002
95835   78011
95843   78008
95857   78010
95884   78025
95924   78032
95966   78033
96026   78052
96072   78068
96120   78090
96172   78104
96222   78116
96262   78131
96306   78142
96353   78153
96392   78163
96427   78178
96469   78185
96504   78203
96408   78179
96078   78075
95745   77982
95537   77921
95451   77895
95455   77899
95512   77903
95584   77922
95677   77945
95765   77970
95848   78006
95927   78027
96011   78052
96081   78076
96118   78080
96118   78077
96086   78069
96046   78060
96029   78060
96026   78058
96049   78057
96081   78061
96122   78077
96166   78091
96214   78113
96262   78120
96309   78129
96343   78137
96397   78149
96436   78160
96475   78172
96509   78185
96561   78203
96542   78201
96285   78130
95909   78013
95625   77925
95468   77875
95420   77862
95439   77870
95502   77883
95575   77906
95660   77927
95739   77951
95824   77978
95910   78007
95987   78027
96036   78034
96071   78041
96055   78042
96034   78032
96021   78034
96009   78023
96030   78022
96041   78037
96087   78046
96126   78055
96166   78064
96204   78070
96223   78082
96266   78089
96303   78099
96331   78099
96358   78108
96365   78120
96382   78130
96381   78128
96177   78070
95845   77966
95559   77883
95372   77831
95293   77805
95279   77805
95575   77906
95352   77821
95739   77951
95824   77978
95498   77872
95545   77890
95619   77912
95686   77922
95743   77924
95766   77924
95764   77934
95758   77931
95750   77934
95754   77938
95782   77935
95818   77943
95868   77952
95917   77961
95980   77989
96034   78005
96104   78022
96152   78033
96194   78045
96254   78059
96309   78072
96352   78083
96403   78097
96435   78108
96467   78117
96322   78078
95961   77978
95652   77881
95443   77832
95356   77798
95349   77786
95391   77796
95457   77808
95525   77833
95600   77853
95691   77878
95774   77899
95850   77919
95912   77942
95946   77949
95949   77950
95919   77943
95886   77925
95854   77920
95846   77918
95872   77923
95912   77936
95962   77945
96010   77963
96063   77973
96105   77996
96144   78004
96181   78002
96215   78012
96264   78031
96289   78043
96329   78047
96329   78053
96115   77994
95765   77897
95491   77803
95318   77753
95264   77731
95283   77744
95349   77760
95427   77783
95524   77806
95605   77835
95688   77861
95770   77889
95845   77910
95906   77926
95926   77931
95917   77917
95889   77909
95869   77909
95871   77910
95882   77917
95915   77924
95945   77933
95983   77941
96030   77954
96073   77968
96107   77984
96147   77996
96187   78007
96226   78019
96265   78026
96294   78037
96323   78051
96350   78059
96350   78059
96151   77992
95789   77884
95491   77800
95287   77737
95218   77714
95227   77711
95279   77727
95350   77749
95426   77770
95502   77792
95595   77816
95662   77844
95724   77863
95755   77874
95767   77869
95759   77866
95741   77858
95724   77858
95707   77856
95719   77852
95744   77853
95774   77856
95815   77866
95865   77886
95926   77901
95975   77922
96028   77936
96078   77952
96126   77966
96175   77987
96217   77990
96249   78002
96288   78013
96337   78033
96352   78041
96126   77975
95790   77877
95516   77804
95365   77761
95322   77748
95359   77751
95433   77763
95518   77791
95596   77808
95688   77837
95777   77867
95863   77891
95946   77918
96011   77925
96042   77941
96037   77937
96004   77926
95993   77926
95992   77929
96025   77940
96063   77951
96121   77966
96168   77976
96219   77996
96271   78010
96322   78021
96363   78036
96406   78038
96443   78049
96480   78059
96520   78072
96560   78087
96595   78100
96483   77877
95516   77804
96153   77885
95835   77809
95625   77786
95535   77780
95529   77792
95576   77792
95645   77813
95715   77834
95794   77862
95867   77888
95945   77908
96016   77920
96063   77934
96092   77940
96074   77935
96049   77933
96011   77923
96003   77925
96009   77918
96036   77923
96072   77932
96105   77940
96137   77954
96179   77968
96215   77975
96265   77989
96300   78001
96339   78008
96367   78026
96407   78041
96447   78048
96443   78048
96261   77995
95905   77890
95563   77791
95329   77716
95217   77679
95196   77674
95227   77680
95290   77704
95364   77720
95426   77734
95504   77760
95574   77785
95630   77798
95667   77807
95660   77806
95631   77797
95585   77783
95551   77777
95526   77767
95508   77768
95504   77759
95510   77751
95531   77759
95561   77773
95584   77782
95619   77792
95652   77798
95696   77811
95725   77816
95750   77825
95763   77834
95782   77843
95791   77845
95790   77850
95672   77822
95346   77725
94947   77606
94593   77504
94368   77442
94264   77400
94213   77387
94218   77381
94229   77390
94239   77391
94235   77396
94230   77387
94221   77380
94186   77360
94104   77338
94014   77299
93911   77261
93805   77227
93697   77194
93628   77173
93597   77161
93588   77153
93584   77154
93583   77156
93600   77168
93638   77172
93663   77183
93653   77178
93651   77175
93657   77176
93681   77184
93717   77199
93774   77223
93824   77241
93799   77244
93543   77167
93133   77047
92718   76906
92410   76814
92232   76750
92135   76722
92123   76718
92138   76727
92157   76741
92191   76763
92246   76786
92313   76807
92376   76826
92427   76841
92448   76858
92457   76865
92464   76862
92470   76864
92491   76874
92532   76894
92602   76917
92694   76943
92784   76974
92879   77014
92971   77051
93063   77080
93149   77108
93227   77135
93293   77168
93346   77178
93362   77181
93359   77171
93324   77150
93110   77070
92651   76924
92148   76758
91749   76623
91506   76546
91383   76516
91309   76488
91288   76483
91329   76491
91378   76513
