ired    red
100880   82595
100894   82592
100910   82612
100922   82609
100927   82617
100879   82609
100777   82580
100688   82549
100628   82533
100605   82525
100594   82527
100596   82525
100610   82536
100632   82543
100651   82543
100671   82555
100690   82564
100701   82571
100688   82575
100665   82563
100636   82536
100634   82533
100626   82536
100630   82538
100640   82543
100655   82542
100674   82555
100694   82555
100712   82567
100735   82562
100747   82573
100760   82572
100760   82575
100768   82577
100777   82574
100783   82580
100789   82573
100793   82579
100803   82587
100817   82590
100825   82592
100838   82587
100847   82591
100868   82593
100885   82599
100875   82607
100817   82595
100714   82564
100690   82564
100701   82571
100573   82510
100551   82508
100544   82510
100551   82519
100564   82529
100583   82528
100606   82528
100618   82534
100639   82540
100642   82543
100624   82530
100594   82522
100579   82505
100547   82506
100542   82494
100551   82497
100560   82505
100583   82506
100593   82518
100603   82520
100627   82525
100647   82528
100654   82536
100659   82536
100669   82538
100674   82544
100683   82544
100689   82546
100693   82549
100696   82553
100705   82560
100719   82562
100728   82566
100748   82562
100762   82562
100776   82567
100753   82566
100672   82540
100571   82523
100501   82498
100458   82483
100439   82476
100446   82482
100470   82490
100483   82494
100494   82501
100501   82505
100518   82499
100534   82514
100528   82508
100509   82502
100493   82502
100465   82498
100458   82498
100451   82477
100460   82478
100470   82485
100493   82486
100519   82498
100530   82507
100550   82509
100572   82518
100581   82526
100593   82520
100611   82526
100613   82532
100614   82533
100621   82537
100656   82557
100677   82561
100682   82568
100697   82573
100708   82578
100725   82591
100736   82589
100752   82586
100755   82589
100723   82575
100625   82550
100519   82518
100431   82495
100381   82482
100363   82482
100361   82483
100371   82479
100388   82485
100393   82485
100402   82489
100412   82499
100420   82500
100427   82504
100413   82496
100381   82491
100364   82480
100349   82478
100347   82475
100348   82479
100362   82464
100372   82472
100392   82479
100414   82485
100427   82494
100442   82494
100465   82502
100480   82510
100493   82521
100510   82517
100511   82517
100518   82525
100529   82529
100525   82526
100542   82526
100549   82529
100567   82530
100583   82540
100597   82550
100611   82552
100635   82559
100638   82556
100598   82542
100498   82511
100398   82489
100319   82470
100285   82455
100266   82446
100279   82459
100293   82461
100319   82467
100318   82466
100328   82471
100334   82474
100344   82481
100334   82468
100315   82465
100290   82461
100280   82464
100272   82459
100282   82462
100288   82471
100311   82472
100328   82477
100348   82484
100362   82494
100384   82504
100393   82504
100411   82513
100421   82512
100440   82518
100448   82524
100463   82527
100453   82524
100467   82528
100472   82535
100496   82540
100515   82552
100540   82557
100547   82569
100572   82573
100587   82580
100608   82589
100590   82577
100512   82556
100412   82528
100327   82504
100262   82484
100315   82465
100232   82473
100248   82464
100272   82459
100260   82502
100271   82500
100283   82504
100292   82505
100310   82508
100316   82508
100299   82505
100282   82498
100261   82503
100253   82499
100253   82495
100261   82502
100268   82498
100288   82494
100306   82510
100331   82513
100348   82522
100368   82529
100383   82532
100398   82534
100409   82540
100422   82535
100428   82537
100439   82546
100441   82547
100465   82554
100477   82559
100496   82565
100515   82574
100539   82581
100558   82596
100582   82602
100596   82605
100621   82603
100633   82610
100604   82597
100507   82574
100406   82547
100321   82528
100271   82509
100256   82505
100253   82498
100262   82508
100282   82508
100294   82520
100310   82523
100314   82522
100332   82530
100328   82531
100320   82527
100300   82524
100294   82526
100281   82520
100290   82522
100304   82520
100319   82516
100337   82523
100354   82528
100381   82540
100403   82552
100417   82552
100432   82554
100445   82556
100463   82562
100458   82563
100475   82563
100474   82567
100479   82573
100500   82571
100510   82579
100523   82581
100537   82587
100545   82596
100567   82593
100579   82592
100601   82601
100623   82602
100640   82605
100649   82617
100613   82612
100506   82584
100406   82547
100331   82531
100292   82523
100283   82517
100290   82513
100298   82522
100322   82533
100331   82537
100351   82545
100371   82552
100396   82562
100393   82558
100362   82556
100349   82548
100333   82543
100326   82536
100334   82529
100340   82541
100352   82549
100378   82553
100398   82560
100421   82568
100437   82568
100460   82578
100483   82584
100487   82586
100497   82591
100504   82603
100513   82604
100525   82600
100540   82609
100551   82617
100563   82624
100587   82633
100596   82638
100618   82634
100637   82644
100651   82641
100675   82648
100689   82653
100691   82658
100629   82645
100519   82616
100427   82587
100368   82566
100335   82560
100320   82564
100328   82567
100332   82568
100352   82570
100366   82580
100389   82586
100419   82593
100419   82601
100416   82603
100400   82589
100386   82585
100371   82584
100365   82581
100368   82587
100390   82585
100411   82598
100432   82603
100451   82606
100472   82608
100494   82616
100519   82624
100530   82625
100542   82633
100546   82636
100563   82644
100576   82644
100587   82647
100596   82654
100611   82655
100627   82662
100638   82668
100651   82662
100669   82666
100681   82669
100699   82680
100726   82682
100741   82685
100759   82695
100738   82593
100419   82601
100648   82634
100544   82614
100446   82591
100388   82586
100355   82586
100358   82587
100368   82587
100386   82600
100397   82604
100420   82606
100434   82623
100454   82622
100459   82618
100448   82618
100424   82606
100409   82596
100396   82600
100390   82591
100398   82599
100409   82601
100434   82599
100454   82605
100482   82618
100499   82628
100516   82629
100527   82636
100542   82637
100562   82637
100556   82640
100578   82647
100590   82651
100602   82660
100606   82662
100622   82653
100633   82660
100643   82658
100667   82666
100685   82680
100697   82681
100715   82687
100733   82685
100753   82700
100770   82701
100776   82702
100714   82690
100607   82654
100492   82623
100431   82599
100391   82593
100381   82594
100398   82602
100418   82606
100437   82621
100458   82620
100477   82621
100498   82626
100517   82636
100509   82631
100486   82627
100463   82614
100447   82619
100446   82617
100448   82615
100461   82622
100484   82634
100509   82637
100522   82641
100549   82648
100573   82661
100595   82668
100610   82679
100627   82676
100635   82688
100642   82688
100647   82687
100658   82688
100671   82686
100679   82690
100691   82692
100701   82693
100714   82704
100730   82706
100745   82712
100765   82720
100792   82723
100816   82731
100832   82738
100794   82728
100696   82703
100588   82677
100508   82648
100464   82641
100449   82644
100444   82642
100461   82650
100489   82655
100505   82660
100525   82662
100543   82665
100569   82675
100577   82678
100562   82680
100537   82671
100522   82660
100510   82661
100512   82659
100525   82662
100540   82669
100546   82678
100572   82678
100587   82681
100614   82695
100634   82699
100655   82699
100678   82713
100692   82715
100690   82719
100707   82719
100716   82721
100731   82713
100738   82720
100748   82721
100765   82725
100781   82733
100798   82736
100815   82743
100838   82752
100856   82754
100875   82760
100889   82764
100909   82774
100888   82768
100808   82747
100692   82715
100604   82690
100541   82676
100507   82663
100504   82666
100515   82667
100529   82670
100559   82675
100571   82681
100596   82690
100621   82695
100626   82702
100621   82695
100608   82691
100592   82682
100585   82682
100581   82679
100585   82680
100586   82688
100600   82686
100632   82692
100655   82698
100677   82700
100693   82710
100712   82712
100732   82730
100743   82725
100751   82719
100765   82722
100764   82724
100781   82723
100790   82724
100808   82739
100820   82733
100832   82738
100507   82663
100856   82746
100869   82749
100874   82749
100879   82761
100899   82765
100920   82767
100937   82767
100928   82765
100854   82754
100741   82724
100647   82697
100579   82674
100564   82656
100567   82664
100573   82669
100599   82673
100627   82690
100645   82695
100669   82699
100690   82704
100699   82709
100695   82708
100671   82703
100647   82696
100631   82690
100611   82691
100624   82693
100634   82690
100667   82699
100679   82713
100699   82718
100728   82721
100753   82734
100764   82724
100781   82723
100787   82731
100800   82735
100805   82745
100818   82739
100827   82747
100837   82756
100849   82755
100862   82756
100877   82758
100885   82764
100894   82770
100907   82770
100921   82774
100946   82790
100959   82794
100946   82793
100861   82767
100756   82745
100668   82714
100602   82694
100577   82682
100572   82679
100587   82685
100603   82690
100632   82706
100651   82711
100674   82724
100698   82723
100704   82729
100703   82724
100673   82723
100654   82706
100631   82701
100629   82705
100633   82700
100650   82706
100670   82712
100695   82726
100710   82736
100738   82738
100753   82740
100768   82733
100779   82734
100799   82738
100797   82743
100816   82750
100825   82748
100830   82752
100840   82761
100861   82759
100867   82765
100884   82768
100884   82765
100899   82779
100918   82783
100940   82784
100960   82792
100984   82797
100974   82803
100908   82787
100795   82756
100696   82727
100629   82702
100587   82688
100578   82685
100591   82691
100604   82699
100627   82709
100644   82709
100672   82716
100692   82725
100703   82725
100704   82723
100677   82715
100646   82701
100638   82702
100617   82696
100632   82699
100634   82703
100654   82707
100677   82719
100699   82721
100714   82727
100734   82725
100744   82724
100756   82722
100766   82734
100782   82737
100788   82741
100792   82743
100808   82747
100822   82750
100825   82745
100841   82752
100850   82761
100861   82763
100875   82772
100891   82769
100907   82782
100929   82790
100944   82798
100944   82801
100875   82790
100776   82760
100672   82726
100598   82695
100557   82681
100542   82687
100543   82683
100562   82690
100576   82693
100603   82706
100621   82711
100643   82717
100648   82713
100645   82713
100613   82714
100591   82702
100565   82700
100567   82695
100577   82695
100590   82705
100607   82713
100640   82721
100657   82734
100681   82735
100699   82736
100722   82732
100739   82734
100747   82741
100758   82748
100767   82748
100787   82753
100799   82759
100875   82790
100776   82760
100836   82775
100850   82780
100858   82788
100879   82795
100907   82804
100930   82804
100955   82810
100972   82817
101004   82837
100988   82834
100914   82805
100797   82762
100707   82734
100630   82715
100607   82711
100603   82713
100613   82723
100634   82723
100658   82731
100677   82741
100701   82749
100718   82742
100718   82748
100702   82739
100676   82731
100648   82726
100637   82715
100631   82714
100638   82721
100647   82725
100661   82736
100680   82731
100703   82736
100719   82738
100740   82743
100759   82749
100772   82756
100782   82761
100796   82766
100802   82764
100816   82769
100824   82777
100835   82775
100842   82781
100845   82782
100854   82791
100877   82793
100884   82800
100914   82806
100928   82816
100951   82826
100953   82827
100898   82817
100799   82783
100692   82746
100624   82727
100583   82716
100564   82722
100571   82720
100584   82731
100610   82736
100629   82742
100661   82747
100683   82759
100692   82762
100683   82756
100660   82754
100633   82746
100623   82743
100618   82739
100628   82746
100638   82748
100662   82763
100679   82768
100706   82765
100720   82766
100748   82772
100764   82779
100774   82786
100787   82787
100805   82789
100807   82791
100815   82795
100828   82798
100846   82793
100851   82803
100864   82813
100872   82820
100901   82824
100909   82825
100933   82828
100951   82834
100973   82845
100988   82854
100982   82858
100903   82826
100793   82789
100697   82761
100644   82749
100622   82741
100623   82737
100628   82748
100647   82754
100668   82765
100704   82770
100722   82780
100744   82777
100736   82782
100721   82776
100697   82765
100679   82760
100674   82756
100671   82760
100681   82757
100704   82772
100727   82785
100761   82790
100790   82791
100822   82801
100844   82809
100870   82827
100889   82828
100902   82838
100909   82838
100925   82844
100939   82850
100954   82855
100972   82862
100965   82863
100978   82865
100994   82867
101013   82876
101037   82880
101053   82882
101075   82899
101085   82913
101061   82901
100973   82868
100862   82839
100780   82807
100734   82794
100713   82795
100719   82801
100732   82806
100756   82816
100783   82824
100803   82837
100833   82833
100847   82849
100847   82847
100823   82838
100796   82827
100791   82830
100772   82828
100788   82824
100794   82833
100814   82845
100834   82851
100857   82841
100880   82847
100899   82855
100918   82861
100937   82866
100951   82872
100964   82874
100970   82872
100976   82872
101085   82913
101061   82901
100999   82875
101012   82877
101002   82876
101015   82883
101029   82886
101045   82886
101060   82885
101083   82897
101098   82905
101123   82908
101124   82906
101070   82889
100957   82847
100844   82820
100757   82794
100712   82795
100699   82790
100701   82797
100714   82796
100741   82803
100763   82812
100769   82816
100785   82819
100788   82826
100771   82822
100755   82814
100738   82805
100711   82802
100698   82799
100688   82798
100697   82802
100706   82802
100734   82800
100748   82806
100770   82813
100786   82817
100801   82831
100814   82830
100818   82834
100833   82835
100838   82839
100855   82839
100861   82840
100861   82847
100867   82842
100869   82847
100880   82851
100892   82854
100908   82861
100914   82854
100924   82863
100927   82862
100906   82852
100818   82819
100706   82785
100592   82754
100510   82734
100464   82730
100437   82725
100441   82719
100441   82732
100459   82739
100484   82754
100502   82758
100519   82759
100515   82762
100495   82746
100477   82741
100461   82737
100444   82725
100439   82719
100449   82731
100473   82738
100503   82748
100541   82755
100570   82759
100605   82777
100640   82795
100661   82803
100685   82811
100702   82814
100717   82820
100727   82818
100742   82824
100752   82829
100764   82825
100776   82833
100782   82838
100786   82834
100787   82827
100796   82822
100790   82813
100784   82812
100791   82804
100776   82800
100734   82789
100622   82752
100508   82716
100409   82697
100347   82685
100316   82684
100309   82684
100310   82688
100319   82691
100328   82692
100329   82695
100343   82696
100339   82697
100318   82690
100282   82683
100251   82667
100227   82664
100212   82659
100213   82655
100219   82669
100234   82669
100249   82672
100270   82671
100278   82676
100296   82677
100307   82689
100321   82693
100327   82694
100332   82699
100340   82698
100351   82699
100362   82706
100374   82709
100383   82713
100393   82712
100404   82711
100424   82723
100444   82727
100459   82738
100484   82745
100501   82747
100503   82756
100451   82734
100345   82703
100226   82667
100122   82634
100058   82618
100023   82614
100016   82613
100028   82620
100045   82630
100054   82630
100072   82631
100089   82643
100094   82645
100084   82642
100069   82638
100046   82634
100032   82627
100023   82629
100031   82633
100042   82637
100059   82650
100083   82648
100104   82648
100122   82649
100146   82651
100160   82663
100181   82674
100188   82676
100203   82679
100213   82688
100226   82747
100503   82756
100241   82683
100246   82697
100250   82692
100254   82696
100269   82697
100287   82697
100305   82703
100325   82714
100347   82717
100368   82732
100382   82736
100391   82730
100349   82715
100243   82686
100117   82654
100013   82627
