ired      red
97005   83528
97058   83546
97040   83534
96955   83495
96855   83465
96766   83441
96719   83419
96700   83413
96736   83422
96796   83436
96880   83464
96961   83494
97055   83530
97141   83555
97217   83575
97280   83588
97319   83596
97353   83611
97374   83615
97391   83618
97400   83627
97410   83631
97429   83632
97459   83641
97487   83652
97517   83672
97547   83672
97591   83684
97654   83707
97716   83731
97773   83750
97657   83709
97250   83566
96850   83448
96578   83354
96425   83296
96379   83273
96420   83284
96514   83312
96652   83362
96780   83400
96902   83429
96994   83465
97072   83486
97085   83490
97004   83457
96884   83419
96764   83380
96686   83357
96671   83347
96694   83354
96750   83365
96835   83393
96928   83428
97017   83462
97111   83486
97195   83511
97258   83525
97309   83543
97346   83556
97369   83571
97388   83572
97394   83575
97408   83579
97421   83593
97440   83600
97455   83601
97472   83611
97513   83622
97560   83633
97617   83655
97678   83671
97640   83661
97284   83546
96858   83400
96554   83306
96356   83233
96279   83199
96301   83203
96389   83229
96508   83270
96645   83314
96759   83358
96854   83383
96941   83414
96978   83411
96922   83389
96813   83356
96690   83312
96603   83288
96561   83273
96575   83278
96614   83290
96697   83318
96795   83349
96896   83387
96992   83419
97087   83445
97157   83461
97219   83482
97266   83499
97306   83514
97330   83525
97343   83531
97347   83532
97358   83525
97366   83530
97384   83544
97411   83553
97430   83560
97474   83582
97545   83597
97609   83622
97631   83629
97358   83541
96906   83400
96542   83275
96312   83190
96176   83143
96153   83129
96201   83140
96286   83170
96379   83193
96458   83211
96510   83224
96549   83227
96574   83231
96542   83213
96444   83181
96337   83142
96227   83105
96163   83083
96151   83075
96181   83088
96254   83106
96333   83133
96428   83173
96517   83206
96605   83228
96690   83251
96758   83270
96811   83288
96841   83302
96864   83307
97609   83622
96884   83629
96898   83541
96906   83400
96907   83318
96918   83318
96918   83338
96940   83341
96974   83361
97036   83361
97093   83375
97132   83393
97004   83363
96605   83234
96200   83089
95904   82990
95727   82929
95665   82902
95686   82906
95769   82937
95890   82976
96004   83012
96115   83043
96199   83066
96279   83100
96287   83093
96209   83071
96091   83029
95979   82988
95888   82962
95844   82940
95846   82942
95871   82947
95904   82956
95970   82970
96041   82991
96124   83017
96208   83035
96287   83072
96349   83086
96394   83108
96424   83111
96449   83119
96477   83130
96493   83150
96504   83146
96513   83146
96528   83152
96559   83168
96595   83181
96652   83194
96704   83214
96659   83202
96344   83100
95930   82963
95595   82850
95360   82762
95241   82713
95218   82705
95268   82721
95374   82758
95490   82790
95603   82833
95696   82864
95791   82889
95830   82902
95800   82889
95698   82860
95592   82820
95510   82798
95459   82786
95466   82776
95505   82793
95563   82817
95654   82841
95746   82872
95837   82896
95923   82920
96001   82945
96058   82966
96106   82983
96144   82998
96181   83017
96200   83019
96225   83027
96238   83033
96262   83042
96284   83051
96319   83067
96371   83078
96435   83105
96492   83130
96505   83129
96240   83049
95819   82908
95437   82788
95164   82696
95011   82624
94968   82602
95008   82611
95104   82644
95220   82680
95331   82719
95428   82752
95508   82776
95554   82798
95538   82783
95467   82759
95380   82736
95296   82708
95243   82689
95232   82681
95258   82690
95317   82701
95402   82734
95493   82773
95592   82811
95681   82840
95762   82861
95826   82879
95881   82891
95931   82912
95956   82928
95976   82930
95993   82934
96013   82944
96032   82953
96055   82961
96094   82967
96139   82981
96181   82999
96236   83024
96295   83040
96264   83030
95936   82933
95521   82788
95169   82672
94924   82589
94793   82533
94770   82522
94828   82531
94937   82564
95053   82606
95164   82634
95253   82675
95332   82698
95363   82717
95333   82699
95262   82673
95179   82648
95102   82623
95067   82610
95071   82616
95112   82629
95191   82650
95279   82677
95371   82712
95467   82750
95552   82783
95632   82808
95701   82830
95746   82841
95801   82859
95831   82868
95855   82880
95870   82886
95894   82896
95913   82897
95169   82672
95947   82922
95983   82937
96012   82956
96072   82976
96132   82990
96184   82967
96122   82967
95766   82850
95360   82714
95027   82617
94805   82540
94701   82490
94698   82483
94769   82494
94883   82533
95010   82576
95119   82613
95208   82641
95283   82675
95306   82682
95258   82658
95180   82629
95082   82605
95012   82583
94984   82567
94995   82569
95053   82589
95135   82617
95224   82644
95322   82682
95417   82725
95517   82753
95610   82782
95679   82798
95735   82821
95783   82837
95805   82851
95826   82858
95844   82870
95868   82872
95885   82882
95914   82883
95950   82898
95989   82904
96030   82925
96089   82941
96139   82968
96123   82956
95839   82856
95420   82717
95070   82607
94829   82528
94699   82476
94688   82464
94749   82478
94860   82512
94986   82556
95108   82592
95218   82631
95306   82654
95352   82664
95297   82657
95203   82616
95093   82584
95010   82557
94964   82536
94960   82542
95008   82557
95098   82576
95196   82618
95317   82661
95412   82704
95502   82728
95583   82758
95644   82765
95690   82786
95722   82791
95730   82798
95728   82798
95721   82794
95718   82791
95728   82786
95752   82793
95785   82809
95831   82821
95871   82834
95918   82852
95883   82839
95604   82745
95200   82609
94850   82486
94604   82399
94477   82358
94456   82339
94510   82351
94611   82378
94724   82416
94847   82455
94951   82489
95045   82530
95098   82547
95055   82532
94964   82503
94873   82466
94800   82441
94757   82426
94770   82433
94819   82444
94892   82475
94993   82503
95101   82535
95201   82583
95285   82610
95363   82635
95424   82653
95474   82672
95516   82679
95544   82693
95566   82699
95581   82703
95597   82710
95607   82717
95643   82732
95678   82739
95729   82759
95788   82772
95847   82797
95836   82796
95567   82707
95144   82562
94780   82438
94501   82342
94348   82288
94304   82273
94350   82278
94452   82305
94571   82336
94680   82376
94775   82399
94857   82434
94900   82450
94875   82449
94805   82421
94722   82394
94653   82363
94616   82352
94624   82347
94656   82357
94722   82384
94808   82416
94912   82449
95011   82483
95103   82515
95179   82543
95239   82574
95290   82588
95338   82598
95365   82597
95387   82609
95409   82615
95426   82619
95444   82631
95475   82634
95506   82342
95553   82288
94304   82273
95615   82698
95662   82713
95690   82656
95515   82518
95130   82395
94747   82395
94447   82291
94256   82212
94193   82193
94222   82200
94319   82226
94430   82257
94549   82292
94651   82330
94736   82360
94794   82386
94790   82383
94720   82360
94643   82333
94571   82310
94531   82287
94537   82290
94568   82296
94628   82325
94709   82355
94814   82379
94899   82416
95006   82457
95084   82478
95155   82512
95209   82533
95249   82540
95281   82547
95306   82554
95321   82563
95335   82565
95347   82581
95375   82577
95406   82594
95456   82614
95509   82622
95578   82648
95620   82661
95507   82622
95135   82506
94757   82374
94456   82272
94277   82195
94205   82168
94227   82171
94326   82209
94450   82242
94585   82279
94694   82327
94795   82353
94878   82388
94879   82395
94801   82371
94697   82333
94595   82288
94531   82258
94500   82245
94520   82252
94561   82267
94633   82282
94711   82318
94810   82352
94920   82382
95006   82413
95078   82441
95129   82466
95167   82484
95202   82481
95213   82488
95224   82482
95238   82494
95266   82509
95295   82518
95335   82536
95387   82552
95432   82568
95369   82541
95069   82446
94684   82322
94358   82205
94131   82123
94028   82078
94030   82081
94101   82087
94207   82130
94330   82165
94431   82209
94517   82234
94595   82265
94619   82268
94581   82250
94499   82226
94418   82197
94363   82180
94335   82174
94355   82180
94421   82199
94502   82221
94593   82253
94691   82285
94781   82317
94862   82349
94932   82378
95004   82400
95064   82422
95110   82435
95146   82452
95168   82471
95178   82470
95195   82480
95218   82476
95249   82488
95288   82500
95333   82515
95387   82538
95425   82548
95274   82496
94896   82367
94491   82231
94183   82122
93967   82039
93891   82010
93909   82014
93989   82041
94103   82075
94224   82114
94315   82145
94393   82177
94461   82201
94470   82212
94419   82188
94354   82168
94288   82139
94250   82116
94242   82124
94279   82138
94343   82157
94426   82188
94512   82216
94615   82254
94720   82289
94800   82312
94867   82339
94918   82362
94964   82377
95004   82391
95040   82402
95063   82411
95083   82415
95103   82436
95136   82439
95176   82447
95225   82463
95285   82483
95346   82505
95335   82508
95072   82421
94673   82286
94316   82160
94393   82177
94461   82201
93923   81992
93899   82000
93933   82030
94033   82074
94146   82110
94253   82110
94349   82139
94423   82168
94474   82191
94458   82186
94398   82164
94317   82130
94266   82109
94239   82096
94250   82111
94300   82123
94381   82152
94476   82186
94569   82219
94670   82256
94764   82284
94839   82312
94917   82342
94955   82363
94998   82376
95030   82393
95050   82391
95057   82398
95069   82401
95087   82419
95121   82422
95170   82437
95224   82452
95292   82476
95346   82491
95270   82475
94930   82363
94543   82229
94222   82122
94039   82040
93960   82010
93994   82014
94085   82041
94208   82082
94326   82125
94456   82169
94558   82197
94638   82231
94640   82243
94575   82221
94480   82192
94400   82157
94344   82134
94329   82120
94358   82137
94421   82160
94505   82186
94602   82214
94711   82250
94814   82291
94902   82323
94980   82348
95032   82363
95071   82375
95086   82389
95101   82401
95115   82394
95143   82404
95178   82424
95212   82441
95263   82454
95291   82470
95222   82446
94910   82333
94529   82194
94212   82086
94009   82009
93929   81983
93941   81974
94017   81991
94120   82023
94229   82058
94329   82090
94417   82123
94486   82144
94485   82144
94425   82125
94336   82089
94251   82066
94197   82044
94176   82041
94200   82048
94261   82063
94338   82082
94436   82119
94533   82144
94633   82178
94721   82209
94799   82239
94876   82275
94931   82295
94981   82313
95022   82333
95050   82334
95066   82347
95078   82352
95111   82367
95161   82382
95209   82396
95257   82415
95187   82398
94861   82284
94450   82152
94117   82033
93893   81942
93793   81900
93797   81890
93873   81914
93984   81956
94097   81990
94196   82026
94277   82053
94354   82079
94382   82089
94342   82079
94270   82058
94194   82033
94142   82004
94130   81998
94155   82007
94211   82031
94292   82058
94382   82095
94484   82134
94586   82156
94684   82184
94764   82218
94835   82240
94891   82269
94938   82282
94970   82301
95004   82314
95024   82313
95050   82328
95090   82337
95131   82351
95185   82379
95236   82389
95234   82393
95010   82324
94618   82193
94274   82067
94026   81977
93896   81934
93882   81915
93945   81929
94055   81958
94181   81999
94301   82038
94416   82080
94517   82116
94580   82146
94563   82140
94292   82058
94382   82095
94409   82061
94326   82052
94288   82044
94289   82065
94324   82080
94406   82119
94502   82119
94607   82159
94722   82194
94820   82238
94907   82267
94985   82283
95041   82294
95082   82319
95105   82323
95124   82335
95135   82335
95147   82347
95182   82361
95235   82373
95284   82396
95349   82420
95338   82416
95076   82327
94670   82190
94334   82071
94104   81988
94001   81940
93997   81940
94078   81967
94205   82012
94346   82056
94483   82098
94611   82133
94728   82178
94771   82193
94730   82185
94624   82144
94524   82111
94443   82077
94407   82068
94420   82073
94485   82093
94568   82120
94662   82162
94768   82191
94874   82226
94974   82260
95062   82296
95124   82315
95182   82344
95217   82353
95236   82365
95252   82361
95279   82367
95302   82374
95345   82394
95384   82414
95410   82422
95270   82379
94896   82250
94509   82113
94215   82013
94044   81945
93974   81913
94005   81919
94089   81942
94220   81983
94345   82024
94478   82067
94590   82112
94684   82151
94701   82151
94637   82131
94538   82099
94452   82058
94385   82035
94373   82038
94392   82041
94457   82054
94539   82084
94651   82121
94759   82159
94870   82200
94962   82233
95040   82264
95109   82289
95157   82308
95199   82325
95226   82340
95245   82341
95272   82350
95299   82369
95340   82383
95385   82394
95431   82406
95384   82391
95057   82281
94633   82135
94284   82017
94043   81930
93925   81879
93922   81871
93993   81892
94117   81924
94239   81967
94342   82001
94434   82029
94533   82073
94580   82089
94571   82085
94505   82069
94426   82043
94355   82017
94317   82008
94324   81999
94369   82011
94436   82026
94536   82063
94630   82100
94727   82134
94829   82174
94908   82198
94987   82222
95056   82247
95117   82269
95152   82283
95188   82295
95210   82309
95238   82320
95273   82334
95324   82348
95375   82373
95422   82391
95387   82389
95074   82276
94643   82125
94287   81990
94047   81905
93945   81860
93935   81845
94011   81868
94125   81907
94251   81949
94380   81988
94507   82035
94603   82066
94642   82084
94589   82065
94480   82027
94356   81992
94274   81955
94213   81932
94215   81931
94255   81943
94321   81970
94415   81997
94523   82029
94633   82072
94741   82108
94844   82142
94909   82163
94951   82183
95324   82348
94996   82207
95422   82391
95387   82389
95027   82216
95052   82222
95074   82247
95132   82273
95191   82291
95259   82291
95278   82301
95050   82219
94622   82089
94242   81959
93976   81857
93852   81794
93816   81773
93871   81785
93987   81826
94113   81868
94251   81910
94367   81954
94482   81993
94538   82013
94510   82008
94436   81974
94333   81945
94242   81910
94195   81896
94191   81892
94242   81901
94313   81931
94405   81961
94507   82000
94605   82034
94709   82070
94787   82096
94861   82116
94915   82133
94965   82147
94999   82165
95018   82172
95035   82187
95051   82184
95068   82191
95105   82201
95152   82217
95185   82240
95201   82249
95053   82195
94680   82073
94301   81935
94013   81832
93846   81767
93789   81747
93832   81746
93931   81778
94060   81815
94180   81846
94292   81889
94395   81928
94467   81952
94451   81951
94376   81920
94263   81879
94170   81845
94111   81828
94097   81815
94125   81817
94180   81841
94253   81867
94347   81897
94452   81934
94551   81970
94640   82011
94722   82040
94780   82063
94824   82078
94856   82082
94871   82078
94882   82088
94902   82100
94920   82109
94947   82118
94988   82136
95027   82147
95045   82154
94864   82092
94481   81957
94110   81835
93853   81744
93716   81680
93692   81666
93748   81683
93861   81723
94002   81773
94151   81826
94281   81866
94400   81908
94476   81935
94453   81924
94351   81904
94232   81854
94137   81812
94074   81787
94057   81785
94100   81791
94171   81814
94266   81844
94374   81887
94477   81929
94586   81967
94676   82001
94751   82026
94795   82034
94828   82057
94856   82070
94862   82072
94877   82079
94892   82074
94918   82075
94947   82087
94937   82085
94737   82026
94354   81888
93990   81756
93721   81656
93576   81592
93545   81583
93605   81596
93713   81633
93835   81676
93960   81724
94078   81763
94180   81801
94246   81826
94215   81813
94134   81789
94038   81758
93951   81719
93904   81693
93894   81684
93927   81693
94003   81722
94091   81757
94195   81798
94297   81829
94391   81869
94473   81893
94541   81917
94596   81933
94627   81950
94643   81956
94656   81962
94682   81966
94706   81975
94737   81987
94769   82002
94763   82008
94547   81933
94154   81783
93767   81640
93478   81526
93311   81452
93268   81439
93312   81455
93399   81481
93499   81515
94215   81813
93606   81570
93688   81602
93763   81614
93799   81608
93776   81591
93716   81566
93647   81566
93574   81540
93530   81522
93529   81522
93572   81544
93641   81561
93731   81599
93829   81627
93939   81663
94042   81702
94134   81736
94194   81759
94254   81787
94291   81802
94326   81813
94363   81819
94403   81836
94437   81845
94476   81866
94525   81877
94571   81903
94558   81901
94316   81814
93919   81671
93547   81539
93275   81436
93141   81389
93121   81369
93180   81382
93295   81421
93416   81471
93532   81513
93629   81551
93719   81587
93763   81596
93727   81585
93654   81554
93562   81524
93490   81510
93449   81490
93456   81491
93510   81506
93586   81536
93677   81563
93771   81608
93862   81641
93944   81669
94023   81695
94083   81708
94117   81719
94140   81727
94148   81733
94165   81740
94177   81744
94193   81746
94232   81762
94276   81774
94318   81795
94279   81777
94000   81679
93599   81542
93254   81418
93024   81324
92918   81285
92931   81287
93016   81317
93131   81372
93263   81414
93382   81457
93491   81494
93579   81530
93606   81543
93547   81522
93455   81495
93360   81457
93290   81434
93271   81421
93293   81427
93356   81445
93438   81479
93535   81520
93627   81560
93721   81599
93813   81631
93883   81647
93947   81673
93986   81690
94014   81705
94028   81702
94043   81704
94056   81705
94091   81718
94133   81733
94163   81748
94145   81747
93899   81656
93506   81524
93139   81385
92875   81289
92739   81237
92718   81228
92774   81256
92884   81302
93016   81352
93139   81395
93238   81432
93328   81470
93363   81491
93326   81487
93254   81463
93174   81422
93112   81391
93078   81385
93099   81390
93154   81410
93235   81444
93340   81486
93441   81524
93550   81563
93642   81598
93719   81629
93777   81647
93824   81665
93859   81678
93889   81682
93909   81693
93922   81698
93940   81714
93974   81721
94008   81735
94063   81745
94110   81761
94077   81755
93771   81641
93334   81495
92957   81357
92679   81258
92540   81200
92523   81205
92604   81229
92720   81273
92838   81317
92926   81357
93005   81394
93082   81425
93125   81444
93100   81429
93038   81416
92966   81398
92907   81374
92896   81368
92918   81370
92978   81385
93064   81421
93161   81462
93272   81498
93366   81540
93465   81572
93544   81599
93940   81714
93974   81721
93657   81657
93704   81665
93724   81680
93752   81688
93771   81689
93798   81689
93827   81703
93866   81715
93909   81737
93969   81758
94028   81779
94097   81791
94112   81796
93861   81712
93421   81574
92993   81413
92672   81293
92489   81224
92442   81206
92503   81240
92622   81273
92741   81322
92861   81371
92952   81414
93049   81440
93091   81465
93073   81465
93015   81441
92948   81422
92882   81399
92863   81392
92880   81396
92936   81409
93011   81442
93116   81479
93225   81526
93334   81559
93434   81600
93529   81636
93607   81667
93677   81690
93735   81704
93764   81718
93791   81735
93812   81741
93836   81752
93866   81760
93903   81771
93938   81783
93976   81804
94035   81826
94097   81849
94165   81875
94240   81894
94277   81908
94062   81838
93585   81684
93144   81526
92802   81395
92608   81315
92563   81298
92621   81312
92746   81355
92894   81416
93023   81467
93145   81515
93246   81558
93315   81591
93304   81583
93226   81555
93133   81524
93052   81502
93010   81477
93008   81467
93053   81487
93145   81515
93244   81558
93357   81598
93469   81642
93574   81683
93668   81719
93750   81741
93808   81765
93848   81779
93875   81791
93892   81798
93901   81803
93918   81807
93942   81815
93973   81828
94017   81849
94078   81875
94146   81894
94222   81916
94272   81936
94124   81877
93711   81734
93282   81592
92947   81476
92733   81398
92667   81358
92710   81370
92828   81413
92984   81466
93137   81524
93274   81575
93392   81627
93477   81659
93478   81661
93405   81633
93316   81601
93216   81569
93166   81555
93156   81556
93191   81562
93257   81579
93367   81613
93480   81658
93591   81703
93711   81746
93811   81787
93900   81819
93970   81840
94033   81868
94077   81877
94108   81887
94128   81899
94136   81901
94157   81910
94186   81921
94228   81937
94280   81955
94335   81980
94405   82010
94480   82033
94463   82025
94145   81915
93649   81740
93224   81593
92917   81477
92747   81414
92720   81395
92786   81417
92915   81453
93057   81512
93192   81558
93303   81605
93394   81646
93457   81670
93447   81669
93379   81641
93289   81605
93211   81583
93153   81570
93154   81559
93199   81572
93268   81596
93364   81623
93479   81666
93590   81712
93702   81750
93797   81787
93875   81819
93952   81837
94335   81980
94405   82010
94050   81882
94085   81893
94098   81904
94116   81914
94144   81915
94170   81915
94210   81938
94255   81959
94318   81979
94387   82005
94456   82026
94494   82038
94281   81963
93798   81799
93342   81637
92992   81515
92779   81435
92703   81394
92737   81406
92848   81442
92995   81492
93139   81539
93265   81594
93372   81628
93469   81674
93490   81680
93439   81664
93357   81634
93267   81607
93213   81595
93190   81584
93221   81587
93285   81601
93380   81636
93488   81674
93597   81721
93710   81771
93815   81806
93911   81842
93989   81863
94049   81886
94093   81901
94126   81910
94143   81917
94151   81925
94165   81931
94180   81936
94203   81943
94243   81953
94289   81968
94354   82007
94428   82025
94492   82046
94430   82027
94035   81884
93562   81725
93185   81590
92932   81496
92818   81443
92825   81450
92920   81478
93078   81530
93241   81587
93385   81633
93511   81695
93623   81738
93662   81747
93613   81729
93499   81688
93382   81651
93282   81617
93236   81600
93242   81596
93297   81607
93375   81634
93485   81674
93598   81718
93719   81762
93828   81805
93918   81836
93990   81864
94054   81882
94094   81899
94113   81912
94132   81906
94130   81910
94130   81908
94148   81916
94185   81932
94240   81952
94288   81973
94326   81987
94184   81948
93790   81799
93362   81646
93018   81520
92813   81438
92725   81403
92760   81414
92866   81454
93015   81502
93172   81561
93313   81610
93441   81657
93551   81699
93568   81708
93500   81683
93394   81646
93304   81612
93236   81585
93208   81572
93222   81584
93279   81606
93370   81642
93481   81674
93597   81708
93712   81752
93812   81787
93907   81820
93988   81858
94046   81871
94098   81892
94128   81900
94166   81912
94181   81912
94192   81920
94212   81927
94239   81935
94282   81958
94345   81978
94392   81994
94319   81972
93938   81844
93470   81686
93072   81544
92808   81432
92676   81375
92671   81369
92761   81404
92897   81459
93053   81512
93183   81562
93308   81608
93411   81655
93478   81674
93460   81666
93380   81640
93288   81615
93203   81584
93162   81562
93163   81566
93208   81572
93279   81603
93371   81641
93485   81678
93593   81724
93711   81758
93811   81789
93898   81815
93968   81846
94020   81867
94056   81876
94084   81888
94090   81891
93938   81844
94105   81897
94114   81909
94139   81923
94180   81934
94239   81959
94298   81959
94310   81967
94081   81881
93643   81738
93221   81593
92908   81474
92731   81395
92679   81374
92743   81398
92864   81444
93013   81501
93175   81556
93318   81612
93445   81659
93527   81691
93523   81686
93437   81657
93317   81621
93206   81577
93133   81553
93114   81539
93146   81549
93218   81579
93306   81618
93429   81657
93542   81701
93655   81741
93756   81769
93830   81787
93885   81813
93923   81824
93945   81837
93958   81843
93967   81838
93981   81843
94002   81854
94051   81866
94089   81879
94086   81873
93855   81804
93433   81653
93018   81501
92707   81389
92535   81324
92489   81309
92557   81329
92673   81374
92818   81426
92966   81471
93092   81514
93214   81565
93290   81600
93284   81596
93206   81569
93103   81528
93021   81504
92964   81480
92958   81469
92989   81478
93059   81504
93145   81542
93263   81583
93372   81626
93477   81662
93567   81695
93647   81727
93708   81748
93757   81764
93788   81769
93811   81772
93817   81776
93835   81773
93862   81789
93891   81801
93938   81813
93966   81818
93832   81774
93454   81637
93014   81484
92648   81345
92418   81261
92321   81229
92350   81239
92458   81276
92595   81325
92734   81379
92846   81428
92944   81456
93021   81488
93035   81487
92982   81469
92900   81431
92825   81408
92768   81384
92750   81379
92779   81386
92839   81415
92927   81439
93032   81470
93134   81509
93231   81552
93317   81579
93395   81606
93446   81625
93506   81638
93541   81659
93569   81667
93576   81667
93593   81665
93619   81665
93651   81673
93690   81691
93740   81715
93789   81726
93763   81721
93488   81626
93069   81472
92700   81334
92444   81238
92318   81190
92304   81174
92372   81201
92489   81246
92621   81303
92745   81350
92849   81387
92936   81416
92969   81437
92941   81423
92872   81402
92790   81360
92728   81332
92703   81321
92715   81325
92770   81340
92837   81366
92928   81400
93027   81436
93127   81467
93216   81500
93295   81527
93362   81553
93402   81562
93434   81573
93460   81582
93476   81592
93495   81595
93515   81603
93529   81613
93564   81623
93606   81631
93654   81648
93716   81661
93721   81671
93516   81601
93119   81458
92744   81321
92473   81219
92341   81416
92969   81437
92325   81176
92400   81218
92511   81274
92640   81321
92766   81365
92883   81365
92982   81393
93024   81416
92983   81400
92895   81375
92794   81335
92709   81295
92666   81269
92673   81270
92718   81285
92799   81322
92893   81354
92994   81398
93083   81420
93178   81453
93250   81483
93313   81505
93350   81518
93374   81528
93385   81535
93393   81539
93410   81541
93421   81540
93449   81555
93484   81581
93539   81594
93584   81608
93559   81599
93306   81503
92925   81374
92589   81248
92352   81159
92239   81112
92239   81108
92317   81138
92442   81181
92579   81233
92696   81278
92791   81314
