ired      red
91920   77761
91945   77777
91954   77776
91965   77776
91997   77785
92046   77792
92122   77827
92212   77862
92308   77898
92413   77936
92506   77969
92592   77999
92687   78033
92758   78061
92837   78094
92911   78114
92974   78142
92952   78140
92748   78066
92393   77947
92017   77811
91745   77712
91621   77669
91588   77654
91612   77661
91657   77662
91688   77682
91740   77697
91820   77728
91896   77762
91784   77715
92003   77741
91920   77761
91945   77777
92021   77805
92036   77817
92062   77837
92112   77866
92194   77899
92287   77899
92381   77931
92475   77961
92556   77999
92641   78030
92716   78055
92791   78081
92872   78101
92940   78126
92961   78141
92856   78105
92541   77996
92163   77860
91841   77745
91671   77680
91610   77656
91621   77660
91667   77672
91703   77689
91733   77710
91803   77731
91889   77760
91956   77779
91992   77800
91992   77795
91994   77799
91999   77796
92030   77805
92071   77817
92153   77842
92239   77876
92335   77908
92413   77941
92498   77969
92573   77999
92650   78027
92717   78043
92801   78068
92860   78096
92890   78109
92790   78077
92507   77983
92127   77846
91805   77729
91621   77657
91553   77628
91560   77636
91611   77651
91656   77661
91705   77677
91768   77700
91848   77738
91912   77757
91936   77769
91930   77766
91919   77752
91926   77757
91954   77763
92010   77792
92079   77808
92153   77834
92243   77873
92326   77900
92407   77929
92484   77958
92546   77977
92621   78007
92690   78030
92740   78047
92752   78046
92618   78003
92303   77888
91938   77760
91643   77649
91488   77597
91456   77577
91490   77591
91537   77609
91591   77625
91632   77646
91709   77671
91783   77700
91834   77715
91850   77722
91836   77717
91824   77711
91834   77713
91865   77733
91929   77746
92003   77763
92093   77798
92180   77826
92257   77860
92337   77889
92401   77916
92468   77936
92540   77963
92603   77988
92646   77998
92582   77976
92316   77891
91935   77759
91607   77629
91411   77557
91337   77527
91353   77530
91396   77546
91441   77563
91482   77580
91555   77593
91642   77621
91725   77648
91774   77674
91779   77679
91777   77676
91773   77679
91798   77681
91849   77696
91930   77730
92025   77768
92119   77793
92202   77824
92287   77855
92363   77883
92437   77911
92518   77933
92598   77963
92647   77987
92637   77993
92428   77912
92056   77777
91686   77638
91411   77532
91282   77484
91256   77478
91265   77487
91301   77496
91330   77498
91363   77518
91432   77541
91508   77565
91558   77589
91573   77596
91565   77589
91570   77594
91586   77596
91632   77610
91693   77638
91780   77670
91866   77706
91959   77735
92049   77761
92131   77786
92202   77816
92280   77847
92350   77873
92409   77895
92421   77908
92598   77963
92647   77987
91933   77586
91533   77468
91212   77402
91038   77378
90977   77386
90981   77384
90999   77384
91024   77398
91026   77404
91062   77419
91148   77441
91213   77466
91261   77473
91280   77481
91284   77487
91294   77490
91328   77505
91382   77525
91465   77547
91559   77589
91665   77624
91757   77657
91843   77692
91917   77727
91993   77750
92069   77782
92148   77813
92204   77833
92199   77834
91990   77762
91617   77635
91233   77482
90952   77376
90815   77319
90771   77310
90767   77313
90786   77326
90795   77326
90802   77323
90854   77343
90936   77377
91013   77403
91046   77415
91055   77421
91060   77419
91084   77428
91134   77440
91204   77470
91279   77498
91380   77537
91478   77572
91566   77598
91659   77625
91727   77653
91809   77678
91882   77709
91952   77737
92015   77760
92030   77765
91883   77714
91546   77595
91163   77457
90860   77343
90697   77280
90643   77262
90638   77257
90643   77272
90659   77273
90676   77282
90719   77299
90800   77330
90874   77358
90915   77368
90926   77359
90926   77358
90946   77372
90990   77379
91054   77404
91132   77435
91219   77461
91326   77501
91418   77531
91507   77565
91579   77591
91642   77616
91708   77644
91776   77665
91839   77690
91905   77700
91909   77709
91750   77660
91398   77536
91019   77395
90742   77287
90596   77232
90553   77222
90578   77229
90586   77242
90594   77238
90607   77244
90667   77265
90753   77291
90816   77317
90837   77323
90832   77317
90831   77312
90837   77323
90885   77337
90961   77357
91049   77389
91142   77433
91233   77469
91319   77497
91401   77514
91465   77532
91536   77556
91591   77581
91654   77605
91720   77633
91778   77646
91798   77660
91696   77620
91391   77514
91006   77359
90672   77241
90486   77167
90411   77149
90417   77148
90436   77155
90452   77164
90455   77168
90507   77192
90594   77227
90671   77246
90694   77253
90699   77244
90702   77239
90718   77244
90779   77271
90854   77301
90947   77329
91052   77374
91169   77416
91285   77451
91387   77484
91462   77517
91542   77546
91601   77573
91670   77594
91750   77625
91820   77646
91867   77662
91816   77647
91559   77555
91182   77416
90827   77281
90598   77184
90493   77145
90480   77143
90478   77150
90488   77156
90496   77159
90526   77172
90507   77192
90599   77224
90685   77242
90752   77249
90780   77264
90795   77257
90819   77276
90854   77276
90909   77295
90987   77326
91087   77362
91190   77396
91295   77434
91400   77467
91493   77493
91570   77531
91651   77559
91728   77587
91805   77611
91883   77644
91944   77666
91965   77671
91811   77614
91461   77490
91075   77343
90780   77237
90626   77179
90579   77158
90578   77163
90596   77169
90598   77175
90618   77184
90659   77205
90752   77220
90831   77249
90882   77270
90911   77282
90927   77288
90948   77293
91003   77309
91060   77329
91154   77364
91263   77405
91368   77437
91463   77471
91562   77511
91636   77546
91720   77568
91798   77602
91875   77623
91951   77658
92031   77691
92108   77727
92137   77730
91989   77676
91654   77544
91274   77408
90985   77295
90838   77241
90804   77226
90826   77238
90854   77248
90880   77262
90900   77267
90956   77286
91037   77317
91112   77349
91151   77365
91162   77371
91176   77375
91199   77375
91234   77398
91312   77427
91407   77457
91517   77493
91612   77526
91720   77561
91812   77598
91902   77633
91984   77666
92064   77690
92138   77723
92223   77748
92303   77777
92367   77794
92339   77791
92107   77716
91785   77594
91483   77470
91298   77405
91237   77376
91261   77386
91306   77401
91357   77422
91406   77438
91473   77453
91562   77489
91661   77523
91716   77549
91741   77561
91767   77566
91788   77577
91823   77587
91894   77611
91982   77640
92085   77677
92186   77716
92287   77758
92388   77796
92482   77829
92568   77861
92648   77889
92735   77919
92815   77954
92897   77982
92970   78004
92960   78006
92782   77930
92495   77831
92193   77719
91983   77635
91886   77600
91881   77589
91916   77599
91970   77617
92023   77634
92072   77650
92148   77682
92242   77720
92315   77750
92365   77761
92395   77770
92421   77782
92451   77794
92509   77814
92573   77841
92663   77870
92764   77898
92873   77932
92964   77971
93057   78011
93149   78041
93232   78074
93311   78105
93395   78122
93475   78151
93551   78181
93550   78186
93416   78142
93160   78048
92863   77927
92635   77841
92517   77789
92486   77774
92511   77783
92550   77803
92586   77818
92628   77829
92689   77839
92775   77866
92847   77904
92898   77927
92935   77937
92956   77942
92984   77947
92451   77794
92509   77814
93095   78003
93168   78032
93247   78069
93329   78110
93427   78140
93521   78140
93613   78165
93697   78201
93779   78234
93857   78264
93936   78287
94013   78315
94060   78326
93984   78299
93770   78223
93474   78114
93209   78014
93024   77939
92977   77920
92975   77918
93004   77933
93028   77938
93072   77953
93115   77965
93181   77996
93253   78022
93304   78039
93324   78049
93338   78049
93355   78063
93383   78075
93434   78082
93499   78099
93583   78126
93669   78158
93749   78190
93832   78225
93908   78255
93978   78280
94054   78299
94122   78328
94196   78352
94255   78377
94300   78399
94262   78388
94089   78330
93813   78218
93539   78115
93327   78036
93231   78006
93218   78000
93231   77998
93264   78010
93304   78015
93343   78029
93422   78062
93483   78082
93519   78098
93530   78103
93534   78110
93543   78101
93558   78101
93602   78121
